,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
4325,2023,SE,FT,Machine Learning Engineer,119250,USD,119250,US,0,US,M
4326,2023,SE,FT,Data Science Manager,140100,USD,140100,US,0,US,L
4327,2024,SE,FT,Research Analyst,70000,GBP,87500,GB,0,GB,M
4328,2023,SE,FT,ML Engineer,247250,USD,247250,US,0,US,M
4329,2023,SE,FT,Data Scientist,216100,USD,216100,US,0,US,M
4330,2023,SE,FT,Machine Learning Infrastructure Engineer,180000,USD,180000,US,0,US,M
4331,2023,EN,FT,Data Visualization Specialist,82800,USD,82800,US,0,US,M
4334,2024,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M
4336,2024,SE,FT,Data Scientist,238400,USD,238400,US,0,US,M
4338,2022,MI,FT,Business Data Analyst,150000,USD,150000,US,100,US,L
4339,2023,SE,FT,ML Engineer,290000,USD,290000,US,100,US,M
4342,2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M
4343,2024,SE,FT,Machine Learning Engineer,177300,USD,177300,US,100,US,M
4345,2024,EN,FT,Data Operations Associate,51375,USD,51375,US,0,US,M
4347,2024,EN,FT,Machine Learning Research Engineer,105000,CAD,80769,CA,50,CA,M
4348,2024,EX,FT,Machine Learning Engineer,290000,USD,290000,US,0,US,M
4351,2023,EN,FT,Data Engineer,48000,USD,48000,US,100,US,M
4352,2023,SE,FT,Business Intelligence Analyst,115600,USD,115600,US,0,US,M
4355,2023,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M
4360,2024,MI,FT,Data Scientist,88995,USD,88995,AU,0,AU,M
4361,2023,SE,FT,Data Visualization Engineer,170200,USD,170200,US,0,US,M
4363,2024,MI,FT,Encounter Data Management Professional,47700,USD,47700,US,0,US,M
4365,2024,EX,FT,Data Analyst,175000,USD,175000,US,0,US,M
4366,2022,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M
4367,2023,SE,FT,Research Engineer,107100,USD,107100,US,0,US,M
4369,2022,SE,FT,Data Analyst,99750,USD,99750,US,100,US,M
4372,2024,SE,FT,Data Scientist,218000,USD,218000,US,0,US,M
4373,2021,MI,FT,BI Data Analyst,100000,USD,100000,US,100,US,M
4375,2024,SE,FT,Data Scientist,172000,USD,172000,US,0,US,M
4376,2022,SE,FT,Data Architect,180000,USD,180000,US,100,US,M
4377,2023,SE,FT,Data Scientist,215625,USD,215625,US,100,US,M
4379,2023,EX,FT,Data Lead,230000,USD,230000,US,0,US,M
4380,2023,MI,FT,Data Analyst,105000,USD,105000,US,100,US,M
4381,2023,MI,FT,Data Analyst,80000,GBP,98432,GB,0,GB,M
4382,2024,SE,FT,Data Scientist,161900,USD,161900,US,0,US,M
4385,2023,SE,FT,Data Analyst,120350,USD,120350,US,100,US,M
4386,2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
4388,2022,SE,FT,Data Engineer,50000,USD,50000,US,100,US,M
4391,2023,SE,FT,Data Engineer,225300,USD,225300,US,0,US,M
4392,2023,SE,FT,BI Analyst,360000,TRY,18381,TR,100,TR,L
4394,2024,EX,FT,Head of Data,210000,USD,210000,US,0,US,M
4395,2022,SE,FT,Data Analyst,123648,USD,123648,US,0,US,M
4396,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
4397,2023,SE,FT,Machine Learning Scientist,105500,USD,105500,US,0,US,M
4401,2024,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
4402,2023,SE,FT,Business Intelligence Engineer,78800,USD,78800,US,0,US,M
4403,2023,SE,FT,ETL Developer,129100,USD,129100,US,0,US,M
4405,2023,SE,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M
4406,2023,SE,FT,Lead Machine Learning Engineer,115000,USD,115000,MD,100,IL,S
4407,2023,SE,FT,Data Architect,215000,USD,215000,US,100,US,M
4408,2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M
4409,2023,MI,FT,Data Scientist,90000,GBP,110736,GB,0,GB,M
4410,2024,SE,FT,Data Science Consultant,80000,USD,80000,US,0,US,M
4411,2024,MI,FT,Research Scientist,195200,USD,195200,US,0,US,L
4412,2024,SE,FT,Data Architect,135000,CAD,103846,CA,100,CA,M
4414,2023,MI,FT,Business Intelligence Engineer,65800,USD,65800,US,0,US,L
4415,2023,MI,FT,Data Science,223600,USD,223600,US,0,US,L
4417,2024,EX,FT,Machine Learning Engineer,232000,USD,232000,US,0,US,M
4418,2023,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M
4420,2024,MI,FT,BI Developer,80420,USD,80420,US,0,US,M
4421,2023,SE,FT,Data Scientist,187200,USD,187200,US,100,US,M
4423,2024,MI,FT,Research Engineer,96800,USD,96800,US,0,US,M
4424,2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M
4428,2024,EN,FT,Data Analyst,195500,USD,195500,US,0,US,M
4432,2022,EN,FT,Machine Learning Engineer,140250,USD,140250,US,0,US,M
4435,2023,EN,FT,BI Data Analyst,25000,USD,25000,UA,100,NL,M
4436,2023,SE,FT,Data Scientist,189750,USD,189750,US,100,US,M
4437,2023,MI,FT,Data Developer,100000,USD,100000,US,0,US,M
4439,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M
4440,2023,SE,FT,Machine Learning Scientist,165750,USD,165750,US,100,US,M
4441,2023,MI,FT,Data Engineer,186600,USD,186600,US,100,US,M
4442,2024,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
4443,2023,SE,FT,Data Analyst,134000,USD,134000,US,100,US,M
4444,2023,SE,FT,Machine Learning Scientist,240000,USD,240000,US,0,US,M
4445,2023,SE,FT,Data Analyst,175000,USD,175000,CA,100,CA,M
4447,2024,MI,FT,Data Scientist,68088,USD,68088,US,0,US,M
4449,2023,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M
4450,2020,MI,FT,Data Scientist,55000,EUR,62726,FR,50,LU,S
4451,2023,SE,FT,Machine Learning Engineer,153090,USD,153090,US,0,US,M
4452,2024,SE,FT,Data Scientist,146800,USD,146800,US,0,US,M
4453,2024,SE,FT,Data Scientist,110000,USD,110000,CA,0,CA,M
4454,2023,MI,FT,Research Scientist,280000,USD,280000,GB,50,GB,L
4455,2023,SE,FT,Research Scientist,197500,USD,197500,US,0,US,M
4456,2023,MI,FT,Business Intelligence Specialist,109238,USD,109238,US,0,US,M
4457,2022,EN,FT,Machine Learning Developer,40000,USD,40000,PK,100,AU,M
4458,2024,SE,FT,Data Engineer,172200,USD,172200,US,100,US,M
4459,2024,MI,FT,Data Engineer,103977,USD,103977,US,0,US,M
4462,2024,SE,FT,Data Architect,123000,USD,123000,US,0,US,M
4464,2023,SE,FT,Data Analyst,98000,USD,98000,US,100,US,M
4465,2023,SE,FT,Machine Learning Engineer,210600,USD,210600,GB,100,GB,M
4466,2024,MI,FT,Data Scientist,116000,USD,116000,US,0,US,M
4467,2024,SE,FT,Data Scientist,160700,USD,160700,US,100,US,M
4470,2024,MI,FT,Business Intelligence,140000,USD,140000,US,100,US,M
4471,2024,SE,FT,Analytics Engineer,111648,USD,111648,US,100,US,M
4472,2023,SE,FT,Data Engineer,196000,USD,196000,US,0,US,M
4473,2024,SE,FT,Data Architect,186000,USD,186000,US,0,US,M
4475,2023,MI,FT,Research Scientist,185000,USD,185000,US,0,US,M
4477,2024,SE,FT,Machine Learning Engineer,234300,USD,234300,US,0,US,M
4479,2024,SE,FT,AI Engineer,276000,USD,276000,US,0,US,M
4485,2023,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
4486,2022,SE,FT,Data Analyst,119000,USD,119000,US,0,US,M
4487,2023,MI,FT,Data Architect,150000,USD,150000,US,100,US,M
4488,2023,EX,FT,Data Engineer,125000,USD,125000,US,0,US,M
4490,2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,M
4491,2024,MI,FT,Analytics Engineer,92000,GBP,115000,GB,100,GB,M
4492,2023,EN,FT,Data Scientist,80000,USD,80000,US,0,US,M
4493,2024,EN,FT,Data Analyst,40000,USD,40000,BR,0,BR,M
4495,2024,EN,FT,Data Analyst,88800,USD,88800,US,0,US,M
4496,2024,MI,FT,ETL Developer,120000,USD,120000,US,0,US,M
4497,2023,SE,FT,Prompt Engineer,184000,USD,184000,US,0,US,M
4498,2024,MI,FT,Analytics Engineer,97300,USD,97300,US,0,US,M
4499,2023,SE,FT,Data Architect,175000,USD,175000,US,0,US,M
4500,2023,SE,FT,Data Scientist,278700,USD,278700,US,0,US,M
4501,2021,MI,FT,Cloud Data Engineer,120000,SGD,89294,SG,50,SG,L
4503,2024,MI,FT,Business Intelligence Analyst,226844,USD,226844,US,0,US,M
4504,2023,SE,FT,Data Engineer,68400,USD,68400,US,0,US,M
4507,2024,SE,FT,Data Engineer,132000,USD,132000,US,100,US,M
4508,2024,EN,FT,Data Analyst,150000,USD,150000,US,100,US,M
4509,2023,SE,FT,Data Operations Analyst,77000,USD,77000,GB,0,GB,M
4510,2023,SE,FT,Data Analyst,175000,USD,175000,US,0,US,M
4511,2023,SE,FT,Machine Learning Engineer,241300,USD,241300,US,0,US,M
4513,2023,MI,FT,Research Scientist,150000,USD,150000,US,0,US,M
4514,2024,SE,FT,Business Intelligence Analyst,74000,GBP,92500,GB,0,GB,M
4515,2024,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
4516,2024,MI,FT,Business Intelligence Developer,92000,USD,92000,US,0,US,M
4518,2024,SE,FT,Machine Learning Engineer,216700,USD,216700,US,0,US,M
4519,2024,MI,FT,Data Manager,81500,USD,81500,US,0,US,M
4521,2023,SE,FT,Analytics Engineer,181500,USD,181500,US,0,US,M
4522,2022,MI,FT,Machine Learning Engineer,121000,AUD,83864,AU,100,AU,L
4525,2023,MI,FT,Machine Learning Scientist,125000,USD,125000,US,0,US,M
4527,2024,MI,FT,Data Scientist,153700,USD,153700,US,100,US,M
4528,2023,SE,FT,Analytics Engineer,130000,USD,130000,US,0,US,M
4529,2023,MI,FT,Data Engineer,198900,USD,198900,US,0,US,M
4530,2024,MI,FT,Data Engineer,220000,USD,220000,US,100,US,M
4532,2023,MI,FT,Data Developer,72409,USD,72409,US,100,US,M
4534,2024,SE,FT,Data Scientist,106875,USD,106875,US,0,US,M
4535,2024,SE,FT,Data Science,170000,USD,170000,US,0,US,M
4536,2024,SE,FT,ML Engineer,230797,USD,230797,US,100,US,M
4538,2023,SE,FT,Machine Learning Engineer,184000,USD,184000,US,100,US,M
4539,2024,SE,FT,Data Scientist,101763,USD,101763,CA,0,CA,M
4540,2024,SE,FT,Data Scientist,119700,USD,119700,US,0,US,M
4542,2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
4543,2023,SE,FT,Machine Learning Engineer,163000,USD,163000,US,0,US,M
4544,2024,SE,FT,Data Scientist,71000,USD,71000,US,0,US,M
4545,2024,SE,FT,Research Engineer,62000,USD,62000,US,0,US,M
4546,2023,EX,FT,Head of Data,110000,GBP,135344,GB,100,GB,M
4547,2020,MI,FT,Data Engineer,61500,EUR,70139,FR,50,FR,L
4549,2023,SE,FT,Data Engineer,103000,USD,103000,US,0,US,M
4551,2023,MI,FT,Data Engineer,97000,USD,97000,US,0,US,M
4553,2022,SE,FT,Data Engineer,130500,USD,130500,US,0,US,M
4555,2023,SE,FT,Data Engineer,156400,USD,156400,US,100,US,M
4556,2024,SE,FT,Prompt Engineer,177961,USD,177961,US,0,US,M
4558,2022,EN,FT,Analytics Engineer,130000,USD,130000,US,50,US,L
4559,2024,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
4561,2024,MI,FT,Data Engineer,93000,USD,93000,US,0,US,M
4562,2023,MI,FT,Data Strategist,85000,USD,85000,US,0,US,M
4563,2023,SE,FT,Data Scientist,198300,USD,198300,US,100,US,M
4564,2023,MI,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M
4565,2023,EN,FT,Data Engineer,60000,USD,60000,US,0,US,M
4567,2024,SE,FT,AI Engineer,195000,USD,195000,US,100,US,M
4570,2023,SE,FT,Analytics Engineer,214000,USD,214000,GB,0,GB,M
4571,2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M
4572,2023,SE,FT,Data Specialist,72000,USD,72000,US,0,US,M
4574,2023,MI,FT,Data Quality Analyst,70000,USD,70000,US,0,US,M
4575,2024,MI,FT,Research Scientist,239600,USD,239600,US,100,US,M
4582,2023,SE,FT,Analytics Engineer,289800,USD,289800,GB,0,GB,M
4585,2023,EX,FT,Data Engineer,80000,GBP,98432,GB,0,GB,M
4586,2024,SE,FT,Data Engineer,190000,USD,190000,AU,0,AU,M
4587,2023,SE,FT,Data Scientist,206000,USD,206000,US,0,US,M
4588,2023,EX,FT,Data Engineer,200000,USD,200000,US,100,US,M
4589,2022,MI,FT,Data Specialist,135000,USD,135000,US,0,US,M
4591,2024,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M
4592,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,100,US,M
4593,2024,MI,FT,Data Analyst,138000,USD,138000,US,0,US,M
4594,2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
4595,2023,SE,FT,Data Engineer,285000,USD,285000,US,0,US,M
4596,2023,MI,FT,Machine Learning Researcher,150000,USD,150000,US,100,US,M
4600,2024,SE,FT,Data Scientist,93300,USD,93300,US,0,US,M
4601,2023,SE,FT,Analytics Engineer,155000,USD,155000,US,0,US,M
4602,2023,SE,FT,Data Analyst,93919,USD,93919,US,100,US,M
4603,2023,SE,FT,Data Analyst,126500,USD,126500,US,100,US,M
4606,2024,MI,FT,Data Engineer,93500,USD,93500,US,0,US,M
4608,2024,EX,FT,Data Science Director,212000,USD,212000,US,0,US,M
4609,2023,MI,FT,Machine Learning Engineer,120000,GBP,147648,GB,0,GB,M
4610,2021,EN,FT,Data Science Consultant,65000,EUR,76833,DE,0,DE,L
4611,2023,SE,FT,Data Engineer,204000,USD,204000,US,0,US,M
4612,2023,EX,FT,Data Engineer,286000,USD,286000,US,100,US,M
4616,2023,SE,FT,Data Scientist,317070,USD,317070,US,0,US,M
4617,2022,EN,FT,Data Scientist,168000,USD,168000,US,100,US,M
4619,2023,SE,FT,Data Engineer,141600,USD,141600,US,0,US,M
4620,2023,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
4622,2022,MI,FT,Data Scientist,120000,AUD,83171,AU,0,AU,L
4623,2023,EN,FT,Data Manager,149800,USD,149800,US,0,US,M
4624,2023,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M
4627,2022,SE,FT,ETL Developer,124270,USD,124270,US,100,US,M
4628,2023,MI,FT,Analytics Engineer,190000,USD,190000,CA,100,CA,M
4629,2024,SE,FT,Machine Learning Scientist,90000,USD,90000,US,0,US,M
4631,2023,SE,FT,Machine Learning Engineer,113400,USD,113400,US,100,US,M
4632,2024,SE,FT,Data Scientist,191027,USD,191027,US,0,US,M
4633,2023,SE,FT,Business Intelligence Analyst,132320,USD,132320,US,100,US,M
4634,2023,SE,FT,Data Scientist,172500,USD,172500,US,0,US,M
4636,2023,MI,FT,Data Analyst,50000,USD,50000,US,0,US,M
4637,2024,SE,FT,Data Analytics Lead,205400,USD,205400,US,0,US,M
4639,2024,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
4640,2024,SE,FT,Data Architect,139800,USD,139800,US,0,US,M
4641,2023,SE,FT,Data Engineer,134500,USD,134500,US,0,US,M
4642,2024,MI,FT,Data Scientist,94400,USD,94400,US,0,US,M
4643,2024,MI,FT,Data Engineer,70000,GBP,87500,GB,0,GB,M
4644,2024,MI,FT,Business Intelligence Analyst,181280,USD,181280,US,0,US,M
4645,2024,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M
4646,2023,SE,FT,AI Engineer,242000,USD,242000,US,0,US,M
4648,2024,EN,FT,Data Analyst,77000,USD,77000,US,100,US,M
4649,2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L
4651,2024,MI,FT,Big Data Developer,117000,USD,117000,US,0,US,L
4655,2023,MI,FT,Research Scientist,162170,USD,162170,US,100,US,M
4656,2023,SE,FT,Research Engineer,80000,EUR,86374,DE,100,DE,S
4657,2024,SE,FT,Computational Biologist,215000,CAD,165384,CA,0,CA,M
4658,2023,SE,FT,Machine Learning Engineer,234000,USD,234000,US,100,US,M
4659,2024,SE,FT,Data Scientist,253430,USD,253430,US,0,US,M
4660,2024,MI,FT,Data Science,81500,USD,81500,US,0,US,M
4661,2022,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M
4663,2022,SE,FT,Data Scientist,93800,USD,93800,US,0,US,M
4664,2023,MI,FT,Analytics Engineer,91260,USD,91260,US,0,US,M
4665,2023,MI,FT,Data Scientist,110000,GBP,135344,GB,0,GB,M
4666,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M
4667,2024,MI,FT,Data Engineer,80800,USD,80800,US,0,US,M
4668,2024,SE,FT,Machine Learning Engineer,146100,USD,146100,US,100,US,M
4670,2023,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M
4671,2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
4672,2023,MI,FT,Research Engineer,85445,USD,85445,US,0,US,M
4673,2023,SE,FT,Data Engineer,210000,USD,210000,CA,100,CA,M
4676,2023,MI,FT,Data Analyst,46500,USD,46500,US,0,US,M
4677,2023,SE,FT,AI Engineer,180500,USD,180500,US,100,US,M
4678,2024,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
4679,2024,SE,FT,Data Analyst,84870,USD,84870,US,0,US,M
4680,2023,MI,FT,Data Scientist,138510,USD,138510,US,0,US,M
4683,2023,EN,FT,Data Analyst,81500,USD,81500,US,100,US,M
4684,2021,MI,FT,Research Scientist,80000,CAD,63810,CA,100,CA,M
4685,2022,MI,FT,Data Engineer,118000,USD,118000,US,100,US,M
4686,2024,SE,FT,Business Intelligence Engineer,145000,USD,145000,US,0,US,M
4688,2023,SE,FT,Data Strategist,86000,USD,86000,US,0,US,M
4689,2023,SE,FT,Data Architect,184000,USD,184000,US,0,US,M
4691,2023,EN,FT,Data Engineer,73900,USD,73900,US,0,US,M
4693,2024,SE,FT,Data Scientist,45000,GBP,56250,GB,0,GB,M
4694,2022,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
4696,2024,SE,FT,Business Intelligence Lead,144300,USD,144300,US,100,US,M
4697,2023,SE,FT,Data Engineer,150600,USD,150600,US,100,US,M
4698,2023,MI,FT,Data Scientist,310000,USD,310000,US,0,US,M
4700,2023,SE,FT,Research Engineer,177700,USD,177700,US,0,US,M
4701,2024,SE,FT,Data Architect,146000,USD,146000,US,0,US,M
4702,2023,SE,FT,Data Engineer,123700,USD,123700,US,0,US,L
4703,2024,MI,FT,Cloud Database Engineer,106000,USD,106000,US,0,US,M
4704,2023,EX,FT,Director of Data Science,225000,USD,225000,US,100,US,M
4705,2024,EX,FT,Business Intelligence,176900,USD,176900,US,0,US,M
4706,2024,MI,FT,Cloud Database Engineer,82000,USD,82000,US,100,US,M
4708,2023,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M
4709,2023,EN,FT,AI Scientist,20000,USD,20000,TR,100,TR,S
4710,2021,MI,FT,Applied Machine Learning Scientist,38400,USD,38400,VN,100,US,M
4716,2024,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
4718,2024,SE,FT,Data Scientist,127300,USD,127300,US,0,US,L
4719,2024,MI,FT,Data Analyst,68000,USD,68000,US,0,US,M
4720,2023,EN,FT,Data Manager,85600,USD,85600,US,0,US,M
4721,2023,MI,FT,ML Engineer,300000,USD,300000,AU,0,AU,M
4723,2024,SE,FT,Research Analyst,152400,USD,152400,US,100,US,M
4724,2024,MI,FT,Machine Learning Engineer,250900,USD,250900,US,0,US,M
4726,2023,SE,FT,Machine Learning Engineer,172800,USD,172800,US,0,US,M
4727,2023,SE,FT,Analytics Engineer,208500,USD,208500,US,0,US,M
4728,2022,MI,FT,Data Analyst,35000,GBP,43096,GB,0,GB,M
4729,2022,EX,FT,Head of Machine Learning,6000000,INR,76309,IN,50,IN,L
4730,2024,MI,FT,AI Engineer,166000,USD,166000,US,0,US,M
4731,2024,MI,FT,Data Engineer,80000,USD,80000,US,100,US,M
4733,2024,SE,FT,Machine Learning Scientist,132000,USD,132000,US,0,US,M
4734,2023,SE,FT,Business Intelligence Analyst,79700,USD,79700,US,0,US,M
4735,2024,MI,FT,Business Intelligence Developer,70650,USD,70650,US,0,US,M
4739,2023,EN,FT,Data Analyst,65000,USD,65000,US,0,US,M
4740,2021,EN,FT,Machine Learning Developer,100000,USD,100000,IQ,50,IQ,S
4742,2024,SE,FT,Data Architect,119250,USD,119250,US,100,US,M
4744,2023,SE,FT,Machine Learning Engineer,240000,USD,240000,GB,0,GB,M
4745,2024,SE,FT,Data Product Manager,170000,USD,170000,US,0,US,M
4747,2023,MI,FT,AI Engineer,33063,GBP,40680,GB,0,GB,M
4749,2024,MI,FT,Research Scientist,81500,USD,81500,US,100,US,M
4750,2022,SE,FT,Data Scientist,50000,USD,50000,US,100,US,M
4751,2023,MI,FT,Machine Learning Engineer,48000,USD,48000,VN,100,VN,M
4752,2023,EX,FT,Head of Machine Learning,330000,USD,330000,US,0,US,M
4753,2024,SE,FT,Analytics Engineer,259900,USD,259900,CA,100,CA,M
4754,2024,SE,FT,Data Scientist,720000,USD,720000,US,0,US,M
4755,2024,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
4758,2023,SE,FT,Business Intelligence Engineer,139000,USD,139000,US,0,US,M
4759,2024,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M
4760,2023,SE,FT,Applied Scientist,164000,USD,164000,US,0,US,M
4761,2024,MI,FT,Data Science Engineer,135000,USD,135000,US,100,US,M
4762,2023,SE,FT,Data Scientist,167000,USD,167000,US,0,US,M
4764,2024,EX,FT,AI Engineer,150000,USD,150000,US,0,US,M
4766,2023,SE,FT,Data Analyst,146200,USD,146200,US,0,US,M
4767,2024,MI,FT,Data Analytics Consultant,94625,USD,94625,US,100,US,M
4769,2023,MI,FT,Data Engineer,143000,USD,143000,US,0,US,M
4770,2022,SE,FT,Data Science Manager,206000,USD,206000,US,100,US,M
4772,2023,EX,FT,Data Manager,72000,USD,72000,MX,100,MX,S
4773,2024,EX,FT,Data Engineer,204500,USD,204500,US,0,US,M
4774,2024,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
4776,2024,SE,FT,Robotics Software Engineer,240000,USD,240000,US,0,US,M
4777,2022,EX,FT,Data Engineer,187200,USD,187200,US,100,US,M
4779,2023,SE,FT,Research Scientist,124100,USD,124100,US,0,US,L
4782,2024,SE,FT,Research Engineer,240000,USD,240000,US,0,US,M
4783,2023,SE,FT,Data Scientist,146600,USD,146600,US,0,US,M
4784,2023,SE,FT,Data Analyst,133000,USD,133000,US,100,US,M
4785,2024,MI,FT,Data Science Manager,240000,USD,240000,US,0,US,M
4788,2023,SE,FT,Data Analyst,103200,USD,103200,US,0,US,M
4789,2024,SE,FT,Research Scientist,360000,USD,360000,US,0,US,M
4792,2021,MI,FT,Data Scientist,109000,USD,109000,US,50,US,L
4793,2023,SE,FT,Data Manager,82500,USD,82500,US,100,US,M
4794,2023,SE,FT,ML Engineer,192000,USD,192000,US,100,US,M
4795,2024,MI,FT,Data Specialist,88000,USD,88000,US,0,US,M
4797,2023,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M
4798,2023,SE,FT,Data Modeler,100000,USD,100000,US,0,US,M
4803,2023,MI,FT,Data Engineer,136000,USD,136000,US,100,US,M
4804,2023,SE,FT,Computer Vision Engineer,235000,USD,235000,US,0,US,M
4806,2023,SE,FT,Data Modeler,160000,USD,160000,US,0,US,M
4808,2024,SE,FT,Machine Learning Engineer,195000,USD,195000,US,100,US,M
4809,2023,SE,FT,Machine Learning Infrastructure Engineer,145000,USD,145000,US,0,US,M
4811,2022,EX,FT,Director of Data Science,250000,CAD,192037,CA,50,CA,L
4812,2024,SE,FT,Research Scientist,202350,USD,202350,US,0,US,M
4813,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,M
4815,2024,EX,FT,Data Science,326000,USD,326000,US,100,US,M
4816,2023,MI,FT,Business Intelligence Analyst,62500,USD,62500,US,100,US,M
4818,2023,SE,FT,Data Scientist,124600,USD,124600,US,0,US,M
4819,2023,SE,FT,NLP Engineer,135000,USD,135000,US,0,US,M
4820,2024,MI,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
4821,2024,MI,FT,Data Scientist,103000,USD,103000,US,100,US,M
4822,2023,SE,FT,ML Engineer,336300,USD,336300,US,0,US,M
4823,2024,SE,FT,Data Analyst,59923,USD,59923,US,0,US,M
4824,2023,SE,FT,Data Scientist,187415,USD,187415,US,0,US,M
4825,2024,SE,FT,Machine Learning Engineer,233840,USD,233840,US,0,US,M
4828,2024,MI,FT,Machine Learning Engineer,185800,USD,185800,US,100,US,M
4829,2023,EN,FT,Machine Learning Engineer,47840,USD,47840,US,0,US,M
4831,2024,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
4832,2023,SE,FT,Data Scientist,115000,USD,115000,CA,100,CA,M
4834,2023,SE,FT,Data Science Engineer,140000,USD,140000,US,0,US,M
4835,2023,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L
4836,2023,SE,FT,Machine Learning Engineer,242921,USD,242921,US,0,US,M
4837,2023,SE,FT,Applied Scientist,126100,USD,126100,US,0,US,L
4838,2023,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M
4839,2022,EX,FT,Data Engineer,260000,USD,260000,US,100,US,M
4841,2023,EX,FT,Data Analyst,125000,USD,125000,US,100,US,M
4843,2023,MI,FT,Data Modeller,90000,GBP,110736,GB,0,GB,M
4844,2024,SE,FT,Data Engineer,104000,USD,104000,US,0,US,M
4845,2023,SE,FT,Data Quality Analyst,95000,USD,95000,US,0,US,M
4846,2023,SE,FT,Analytics Engineer,108320,USD,108320,US,100,US,M
4847,2022,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M
4848,2023,SE,FT,Data Architect,134000,USD,134000,US,0,US,M
4849,2023,SE,FT,Business Intelligence Engineer,247500,USD,247500,US,0,US,M
4850,2023,SE,FT,Data Scientist,142436,USD,142436,GB,0,GB,M
4851,2023,SE,FT,Data Architect,160000,USD,160000,US,100,US,M
4853,2024,SE,FT,Data Scientist,240000,USD,240000,FR,0,FR,M
4854,2024,SE,FT,Data Scientist,125000,USD,125000,US,100,US,M
4856,2023,MI,FT,Machine Learning Engineer,95000,USD,95000,PT,100,PT,M
4857,2024,EN,FT,Data Scientist,154800,USD,154800,US,0,US,M
4858,2024,EN,PT,Applied Scientist,151260,USD,151260,US,0,US,L
4860,2023,EX,FT,Data Engineer,136000,USD,136000,US,100,US,M
4861,2023,SE,FT,Machine Learning Infrastructure Engineer,165400,USD,165400,GB,0,GB,M
4862,2020,EN,FT,Data Analyst,20000,EUR,22809,PT,100,PT,M
4864,2023,SE,FT,Data Engineer,260000,USD,260000,US,0,US,M
4865,2023,SE,FT,NLP Engineer,275000,USD,275000,US,0,US,M
4866,2022,MI,FT,Data Scientist,90000,EUR,94560,FR,100,FR,M
4867,2023,EN,FT,AI Research Engineer,2000000,INR,24322,IN,100,CH,L
4869,2021,SE,FT,Research Scientist,120500,CAD,96113,CA,50,CA,L
4870,2023,SE,FT,Data Engineer,147100,USD,147100,US,0,US,M
4871,2024,EX,FT,Data Engineer,258500,USD,258500,US,0,US,M
4876,2024,MI,FT,Machine Learning Scientist,140000,USD,140000,US,0,US,M
4880,2024,SE,FT,Data Engineer,215000,USD,215000,US,0,US,M
4884,2023,EN,FT,Data Scientist,130000,USD,130000,US,0,US,M
4885,2024,SE,FT,Research Scientist,180000,USD,180000,US,100,US,M
